ID,Title,Category,Version,Type,Difficulty,Level,TAP,HOLD,SLIDE,TOUCH,BREAK,Magnitude
258,ヘビーローテーション,POPS＆アニメ,maimai,STD,ADVANCED,6,229,22,5,0,3,303
259,ヘビーローテーション,POPS＆アニメ,maimai,STD,EXPERT,7,301,40,8,0,7,440
260,ヘビーローテーション,POPS＆アニメ,maimai,STD,MASTER,9,383,20,38,0,6,567
261,Everyday、カチューシャ,POPS＆アニメ,maimai,STD,BASIC,4,185,14,5,0,2,238
262,Everyday、カチューシャ,POPS＆アニメ,maimai,STD,ADVANCED,6,217,47,12,0,2,357
263,Everyday、カチューシャ,POPS＆アニメ,maimai,STD,EXPERT,8,453,14,20,0,4,561
264,Everyday、カチューシャ,POPS＆アニメ,maimai,STD,MASTER,8,368,56,79,0,12,777
265,Chu Chu,POPS＆アニメ,maimai,STD,BASIC,4,167,3,3,0,3,197
266,Chu Chu,POPS＆アニメ,maimai,STD,ADVANCED,5,224,4,5,0,5,272
267,Chu Chu,POPS＆アニメ,maimai,STD,EXPERT,7,257,16,6,0,1,312
268,Chu Chu,POPS＆アニメ,maimai,STD,MASTER,9,444,8,4,0,15,547
269,New World,POPS＆アニメ,maimai,STD,BASIC,4,155,12,4,0,2,201
270,New World,POPS＆アニメ,maimai,STD,ADVANCED,6,188,20,5,0,10,293
271,New World,POPS＆アニメ,maimai,STD,EXPERT,7,222,26,17,0,17,410
272,New World,POPS＆アニメ,maimai,STD,MASTER,9,277,58,21,0,13,521
273,CAN'T GET BACK,POPS＆アニメ,maimai,STD,BASIC,3,109,3,3,0,2,134
274,CAN'T GET BACK,POPS＆アニメ,maimai,STD,ADVANCED,6,139,13,4,0,3,192
275,CAN'T GET BACK,POPS＆アニメ,maimai,STD,EXPERT,8,168,35,21,0,2,311
276,CAN'T GET BACK,POPS＆アニメ,maimai,STD,MASTER,9,235,17,20,0,10,379
277,愛を止めないで,POPS＆アニメ,maimai,STD,BASIC,3,73,15,4,0,2,125
278,愛を止めないで,POPS＆アニメ,maimai,STD,ADVANCED,6,132,45,4,0,2,244
279,愛を止めないで,POPS＆アニメ,maimai,STD,EXPERT,8,152,25,20,0,4,282
280,愛を止めないで,POPS＆アニメ,maimai,STD,MASTER,10,161,15,46,0,12,389
281,LOVE ＆ JOY,POPS＆アニメ,maimai,STD,BASIC,5,176,0,4,0,3,203
282,LOVE ＆ JOY,POPS＆アニメ,maimai,STD,ADVANCED,7,226,8,8,0,4,286
283,LOVE ＆ JOY,POPS＆アニメ,maimai,STD,EXPERT,8,233,41,13,0,5,379
284,LOVE ＆ JOY,POPS＆アニメ,maimai,STD,MASTER,9,329,16,33,0,23,575
285,じょいふる,POPS＆アニメ,maimai,STD,BASIC,5,155,3,5,0,2,186
286,じょいふる,POPS＆アニメ,maimai,STD,ADVANCED,6,265,10,6,0,4,323
287,じょいふる,POPS＆アニメ,maimai,STD,EXPERT,7,250,22,17,0,4,365
288,じょいふる,POPS＆アニメ,maimai,STD,MASTER,8,343,18,25,0,28,594
289,アイデンティティ,POPS＆アニメ,maimai,STD,BASIC,5,165,7,2,0,2,195
290,アイデンティティ,POPS＆アニメ,maimai,STD,ADVANCED,7,198,22,4,0,2,264
291,アイデンティティ,POPS＆アニメ,maimai,STD,EXPERT,8,190,22,22,0,6,330
292,アイデンティティ,POPS＆アニメ,maimai,STD,MASTER,9,295,29,32,0,5,474
293,Garden,POPS＆アニメ,maimai,STD,BASIC,4,93,4,4,0,2,123
294,Garden,POPS＆アニメ,maimai,STD,ADVANCED,5,146,4,6,0,1,177
295,Garden,POPS＆アニメ,maimai,STD,EXPERT,7,210,28,12,0,8,342
296,Garden,POPS＆アニメ,maimai,STD,MASTER,8,214,29,24,0,17,429
297,つけまつける,POPS＆アニメ,maimai PLUS,STD,BASIC,4,66,14,3,0,6,133
298,つけまつける,POPS＆アニメ,maimai PLUS,STD,ADVANCED,7,194,40,4,0,7,321
299,つけまつける,POPS＆アニメ,maimai PLUS,STD,EXPERT,8,216,58,1,0,1,340
300,つけまつける,POPS＆アニメ,maimai PLUS,STD,MASTER,9,257,43,31,0,7,471
301,CANDY CANDY,POPS＆アニメ,maimai PLUS,STD,BASIC,4,94,21,4,0,5,173
302,CANDY CANDY,POPS＆アニメ,maimai PLUS,STD,ADVANCED,6,191,30,4,0,12,323
303,CANDY CANDY,POPS＆アニメ,maimai PLUS,STD,EXPERT,8,236,47,3,0,2,349
304,CANDY CANDY,POPS＆アニメ,maimai PLUS,STD,MASTER,9,215,44,43,0,11,487
305,SPELL MAGIC,POPS＆アニメ,maimai PLUS,STD,BASIC,5,147,19,10,0,5,240
306,SPELL MAGIC,POPS＆アニメ,maimai PLUS,STD,ADVANCED,7,222,34,15,0,8,375
307,SPELL MAGIC,POPS＆アニメ,maimai PLUS,STD,EXPERT,9,310,62,32,0,23,645
308,SPELL MAGIC,POPS＆アニメ,maimai PLUS,STD,MASTER,10,386,67,24,0,37,777
309,ニブンノイチ,POPS＆アニメ,ORANGE PLUS,STD,BASIC,3,96,3,2,0,4,128
310,ニブンノイチ,POPS＆アニメ,ORANGE PLUS,STD,ADVANCED,5,193,3,6,0,4,237
311,ニブンノイチ,POPS＆アニメ,ORANGE PLUS,STD,EXPERT,7+,238,13,22,0,4,350
312,ニブンノイチ,POPS＆アニメ,ORANGE PLUS,STD,MASTER,10,306,30,33,0,18,555
313,サラバ、愛しき悲しみたちよ,POPS＆アニメ,GreeN,STD,BASIC,4,128,8,3,0,6,183
314,サラバ、愛しき悲しみたちよ,POPS＆アニメ,GreeN,STD,ADVANCED,5,251,19,5,0,10,354
315,サラバ、愛しき悲しみたちよ,POPS＆アニメ,GreeN,STD,EXPERT,8,254,52,31,0,37,636
316,サラバ、愛しき悲しみたちよ,POPS＆アニメ,GreeN,STD,MASTER,10,334,66,55,0,22,741
317,女々しくて,POPS＆アニメ,GreeN,STD,BASIC,3,104,9,0,0,4,142
318,女々しくて,POPS＆アニメ,GreeN,STD,ADVANCED,5,200,18,9,0,8,303
319,女々しくて,POPS＆アニメ,GreeN,STD,EXPERT,8,267,17,21,0,8,404
320,女々しくて,POPS＆アニメ,GreeN,STD,MASTER,11,381,12,63,0,10,644
321,LOVEドッきゅん♥,POPS＆アニメ,GreeN,STD,BASIC,4,99,13,5,0,17,225
322,LOVEドッきゅん♥,POPS＆アニメ,GreeN,STD,ADVANCED,6,261,16,5,0,16,388
323,LOVEドッきゅん♥,POPS＆アニメ,GreeN,STD,EXPERT,9,272,48,21,0,40,631
324,LOVEドッきゅん♥,POPS＆アニメ,GreeN,STD,MASTER,10,363,55,24,0,45,770
325,GO!!!,POPS＆アニメ,GreeN,STD,BASIC,4,105,15,11,0,7,203
326,GO!!!,POPS＆アニメ,GreeN,STD,ADVANCED,6,170,25,9,0,8,287
327,GO!!!,POPS＆アニメ,GreeN,STD,EXPERT,8,277,37,19,0,21,513
328,GO!!!,POPS＆アニメ,GreeN,STD,MASTER,10,381,30,49,0,33,753
329,カルマ,POPS＆アニメ,GreeN,STD,BASIC,5,83,16,4,0,4,147
330,カルマ,POPS＆アニメ,GreeN,STD,ADVANCED,7,99,40,9,0,3,221
331,カルマ,POPS＆アニメ,GreeN,STD,EXPERT,7,247,54,9,0,5,407
332,カルマ,POPS＆アニメ,GreeN,STD,MASTER,10,289,14,57,0,16,568
333,リライト,POPS＆アニメ,GreeN,STD,BASIC,4,100,20,4,0,5,177
334,リライト,POPS＆アニメ,GreeN,STD,ADVANCED,6,194,34,4,0,10,324
335,リライト,POPS＆アニメ,GreeN,STD,EXPERT,8,358,18,11,0,13,492
336,リライト,POPS＆アニメ,GreeN,STD,MASTER,9,413,47,23,0,8,616
337,READY STEADY GO,POPS＆アニメ,GreeN,STD,BASIC,4,72,17,5,0,1,126
338,READY STEADY GO,POPS＆アニメ,GreeN,STD,ADVANCED,6,122,26,4,0,7,221
339,READY STEADY GO,POPS＆アニメ,GreeN,STD,EXPERT,9,276,43,18,0,7,451
340,READY STEADY GO,POPS＆アニメ,GreeN,STD,MASTER,10,306,66,16,0,13,551
341,Butter-Fly,POPS＆アニメ,GreeN,STD,BASIC,5,99,12,7,0,3,159
342,Butter-Fly,POPS＆アニメ,GreeN,STD,ADVANCED,6,119,22,6,0,4,201
343,Butter-Fly,POPS＆アニメ,GreeN,STD,EXPERT,9,177,90,7,0,17,463
344,Butter-Fly,POPS＆アニメ,GreeN,STD,MASTER,10,240,40,73,0,14,609
345,創聖のアクエリオン,POPS＆アニメ,GreeN,STD,BASIC,3,54,12,3,0,4,107
346,創聖のアクエリオン,POPS＆アニメ,GreeN,STD,ADVANCED,6,112,30,17,0,4,243
347,創聖のアクエリオン,POPS＆アニメ,GreeN,STD,EXPERT,7,211,11,24,0,7,340
348,創聖のアクエリオン,POPS＆アニメ,GreeN,STD,MASTER,10,214,13,109,0,5,592
349,残酷な天使のテーゼ,POPS＆アニメ,GreeN,STD,BASIC,4,64,10,3,0,7,128
350,残酷な天使のテーゼ,POPS＆アニメ,GreeN,STD,ADVANCED,6,123,21,6,0,10,233
351,残酷な天使のテーゼ,POPS＆アニメ,GreeN,STD,EXPERT,7,161,15,21,0,6,284
352,残酷な天使のテーゼ,POPS＆アニメ,GreeN,STD,MASTER,9,266,34,13,0,29,518
353,galaxias!,niconico＆ボーカロイド,GreeN,STD,BASIC,4,88,9,7,0,4,147
354,galaxias!,niconico＆ボーカロイド,GreeN,STD,ADVANCED,6,146,18,9,0,17,294
355,galaxias!,niconico＆ボーカロイド,GreeN,STD,EXPERT,8,226,20,31,0,3,374
356,galaxias!,niconico＆ボーカロイド,GreeN,STD,MASTER,10,204,37,76,0,23,621
357,Tachyon,POPS＆アニメ,GreeN PLUS,STD,BASIC,3,91,12,4,0,2,137
358,Tachyon,POPS＆アニメ,GreeN PLUS,STD,ADVANCED,7,159,19,42,0,13,388
359,Tachyon,POPS＆アニメ,GreeN PLUS,STD,EXPERT,8+,234,20,48,0,16,498
360,Tachyon,POPS＆アニメ,GreeN PLUS,STD,MASTER,11,230,39,131,0,6,731
361,リクライム,POPS＆アニメ,GreeN PLUS,STD,BASIC,4,97,2,4,0,7,148
362,リクライム,POPS＆アニメ,GreeN PLUS,STD,ADVANCED,6,180,5,13,0,10,279
363,リクライム,POPS＆アニメ,GreeN PLUS,STD,EXPERT,9+,266,5,42,0,9,447
364,リクライム,POPS＆アニメ,GreeN PLUS,STD,MASTER,10+,398,0,54,0,16,640
365,恋のヒメヒメぺったんこ,POPS＆アニメ,GreeN PLUS,STD,BASIC,4,81,19,4,0,2,141
366,恋のヒメヒメぺったんこ,POPS＆アニメ,GreeN PLUS,STD,ADVANCED,6,195,14,17,0,14,344
367,恋のヒメヒメぺったんこ,POPS＆アニメ,GreeN PLUS,STD,EXPERT,7+,258,29,10,0,23,461
368,恋のヒメヒメぺったんこ,POPS＆アニメ,GreeN PLUS,STD,MASTER,10,232,16,114,0,22,716
369,サブリナ,POPS＆アニメ,maimai PLUS,STD,BASIC,4,100,32,1,0,5,192
370,サブリナ,POPS＆アニメ,maimai PLUS,STD,ADVANCED,6,205,40,6,0,4,323
371,サブリナ,POPS＆アニメ,maimai PLUS,STD,EXPERT,8,209,88,22,0,4,471
372,サブリナ,POPS＆アニメ,maimai PLUS,STD,MASTER,11,268,67,95,0,6,717
373,RPG,POPS＆アニメ,GreeN PLUS,STD,BASIC,3,88,11,2,0,5,141
374,RPG,POPS＆アニメ,GreeN PLUS,STD,ADVANCED,6,154,22,8,0,7,257
375,RPG,POPS＆アニメ,GreeN PLUS,STD,EXPERT,7+,290,19,10,0,4,378
376,RPG,POPS＆アニメ,GreeN PLUS,STD,MASTER,9+,224,0,99,0,7,556
377,GO MY WAY!!,ゲーム＆バラエティ,GreeN PLUS,STD,BASIC,4,83,22,5,0,2,152
378,GO MY WAY!!,ゲーム＆バラエティ,GreeN PLUS,STD,ADVANCED,6,169,5,29,0,3,281
379,GO MY WAY!!,ゲーム＆バラエティ,GreeN PLUS,STD,EXPERT,8,233,28,41,0,13,477
380,GO MY WAY!!,ゲーム＆バラエティ,GreeN PLUS,STD,MASTER,10,469,10,90,0,8,799
381,THE IDOLM@STER 2nd-mix,ゲーム＆バラエティ,GreeN PLUS,STD,BASIC,4,129,10,9,0,2,186
382,THE IDOLM@STER 2nd-mix,ゲーム＆バラエティ,GreeN PLUS,STD,ADVANCED,7,332,12,15,0,5,426
383,THE IDOLM@STER 2nd-mix,ゲーム＆バラエティ,GreeN PLUS,STD,EXPERT,9,473,6,24,0,86,987
384,THE IDOLM@STER 2nd-mix,ゲーム＆バラエティ,GreeN PLUS,STD,MASTER,9+,407,20,85,0,8,742
385,The world is all one !!,ゲーム＆バラエティ,GreeN PLUS,STD,BASIC,4,92,19,7,0,3,166
386,The world is all one !!,ゲーム＆バラエティ,GreeN PLUS,STD,ADVANCED,5,150,10,15,0,6,245
387,The world is all one !!,ゲーム＆バラエティ,GreeN PLUS,STD,EXPERT,7+,275,6,43,0,13,481
388,The world is all one !!,ゲーム＆バラエティ,GreeN PLUS,STD,MASTER,9,344,26,60,0,19,671
389,Get Off of My Way,POPS＆アニメ,maimai PLUS,STD,BASIC,5,176,10,6,0,6,244
390,Get Off of My Way,POPS＆アニメ,maimai PLUS,STD,ADVANCED,6,225,27,11,0,7,347
391,Get Off of My Way,POPS＆アニメ,maimai PLUS,STD,EXPERT,10+,465,21,8,0,18,621
392,Get Off of My Way,POPS＆アニメ,maimai PLUS,STD,MASTER,10+,645,0,24,0,9,762
393,おいでよ！妖精の森,POPS＆アニメ,ORANGE,STD,BASIC,4,127,12,5,0,5,191
394,おいでよ！妖精の森,POPS＆アニメ,ORANGE,STD,ADVANCED,6,239,18,12,0,2,321
395,おいでよ！妖精の森,POPS＆アニメ,ORANGE,STD,EXPERT,9,324,29,15,0,12,487
396,おいでよ！妖精の森,POPS＆アニメ,ORANGE,STD,MASTER,11,417,8,105,0,52,1008
397,みかんのうた,POPS＆アニメ,ORANGE,STD,BASIC,4,143,18,6,0,2,207
398,みかんのうた,POPS＆アニメ,ORANGE,STD,ADVANCED,6,327,4,7,0,16,436
399,みかんのうた,POPS＆アニメ,ORANGE,STD,EXPERT,9,387,24,16,0,76,863
400,みかんのうた,POPS＆アニメ,ORANGE,STD,MASTER,12,571,4,106,0,68,1237
401,ファミリーパーティー,POPS＆アニメ,ORANGE,STD,BASIC,4,135,13,3,0,5,195
402,ファミリーパーティー,POPS＆アニメ,ORANGE,STD,ADVANCED,6,230,27,8,0,1,313
403,ファミリーパーティー,POPS＆アニメ,ORANGE,STD,EXPERT,7,199,29,14,0,5,324
404,ファミリーパーティー,POPS＆アニメ,ORANGE,STD,MASTER,10+,371,13,68,0,8,641
405,恋愛サーキュレーション,POPS＆アニメ,maimai,STD,BASIC,4,142,8,2,0,2,174
406,恋愛サーキュレーション,POPS＆アニメ,maimai,STD,ADVANCED,6,149,24,7,0,4,238
407,恋愛サーキュレーション,POPS＆アニメ,maimai,STD,EXPERT,7+,194,28,8,0,4,294
408,恋愛サーキュレーション,POPS＆アニメ,maimai,STD,MASTER,9+,275,26,10,0,13,422
409,Can Do,POPS＆アニメ,ORANGE PLUS,STD,BASIC,4,135,6,3,0,7,191
410,Can Do,POPS＆アニメ,ORANGE PLUS,STD,ADVANCED,6,273,9,5,0,12,366
411,Can Do,POPS＆アニメ,ORANGE PLUS,STD,EXPERT,9,368,14,19,0,22,563
412,Can Do,POPS＆アニメ,ORANGE PLUS,STD,MASTER,11+,446,37,64,0,34,882
413,The Other self,POPS＆アニメ,ORANGE PLUS,STD,BASIC,4,100,8,2,0,2,132
414,The Other self,POPS＆アニメ,ORANGE PLUS,STD,ADVANCED,6,224,6,15,0,8,321
415,The Other self,POPS＆アニメ,ORANGE PLUS,STD,EXPERT,9,285,63,16,0,16,539
416,The Other self,POPS＆アニメ,ORANGE PLUS,STD,MASTER,10+,375,33,51,0,31,749
417,カノン,POPS＆アニメ,ORANGE PLUS,STD,BASIC,5,137,4,2,0,6,181
418,カノン,POPS＆アニメ,ORANGE PLUS,STD,ADVANCED,7,257,14,16,0,7,368
419,カノン,POPS＆アニメ,ORANGE PLUS,STD,EXPERT,9,335,31,32,0,10,543
420,カノン,POPS＆アニメ,ORANGE PLUS,STD,MASTER,10+,426,22,69,0,8,717
421,オルフェ,POPS＆アニメ,ORANGE PLUS,STD,BASIC,4,109,17,7,0,5,189
422,オルフェ,POPS＆アニメ,ORANGE PLUS,STD,ADVANCED,7,258,24,16,0,4,374
423,オルフェ,POPS＆アニメ,ORANGE PLUS,STD,EXPERT,9,319,50,15,0,18,554
424,オルフェ,POPS＆アニメ,ORANGE PLUS,STD,MASTER,10,305,36,77,0,9,653
425,ヘタリアン☆ジェット,POPS＆アニメ,PiNK PLUS,STD,BASIC,4,136,10,8,0,4,200
426,ヘタリアン☆ジェット,POPS＆アニメ,PiNK PLUS,STD,ADVANCED,6,159,6,19,0,6,258
427,ヘタリアン☆ジェット,POPS＆アニメ,PiNK PLUS,STD,EXPERT,8,289,26,36,0,20,549
428,ヘタリアン☆ジェット,POPS＆アニメ,PiNK PLUS,STD,MASTER,10,241,60,59,0,4,558
429,ココロオドル,POPS＆アニメ,ORANGE PLUS,STD,BASIC,4,159,5,2,0,5,200
430,ココロオドル,POPS＆アニメ,ORANGE PLUS,STD,ADVANCED,7,316,4,12,0,8,400
431,ココロオドル,POPS＆アニメ,ORANGE PLUS,STD,EXPERT,8+,246,78,30,0,69,837
432,ココロオドル,POPS＆アニメ,ORANGE PLUS,STD,MASTER,11,463,9,110,0,100,1311
433,naraku within,POPS＆アニメ,ORANGE,STD,BASIC,5,138,4,4,0,4,178
434,naraku within,POPS＆アニメ,ORANGE,STD,ADVANCED,7,294,16,16,0,8,414
435,naraku within,POPS＆アニメ,ORANGE,STD,EXPERT,9,364,40,14,0,8,526
436,naraku within,POPS＆アニメ,ORANGE,STD,MASTER,11+,421,31,64,0,30,825
437,ほとんど違法行為,POPS＆アニメ,ORANGE,STD,BASIC,4,111,6,3,0,5,157
438,ほとんど違法行為,POPS＆アニメ,ORANGE,STD,ADVANCED,6,327,8,5,0,6,388
439,ほとんど違法行為,POPS＆アニメ,ORANGE,STD,EXPERT,8,259,23,57,0,12,536
440,ほとんど違法行為,POPS＆アニメ,ORANGE,STD,MASTER,10+,322,27,56,0,19,639
441,シリウス,POPS＆アニメ,ORANGE PLUS,STD,BASIC,4,111,6,5,0,4,158
442,シリウス,POPS＆アニメ,ORANGE PLUS,STD,ADVANCED,6,175,13,18,0,6,285
443,シリウス,POPS＆アニメ,ORANGE PLUS,STD,EXPERT,8,298,20,26,0,9,461
444,シリウス,POPS＆アニメ,ORANGE PLUS,STD,MASTER,10,331,18,43,0,11,551
445,青春はNon-Stop！,POPS＆アニメ,PiNK,STD,BASIC,4,138,9,1,0,6,189
446,青春はNon-Stop！,POPS＆アニメ,PiNK,STD,ADVANCED,6,233,19,10,0,18,391
447,青春はNon-Stop！,POPS＆アニメ,PiNK,STD,EXPERT,9,321,28,28,0,24,581
448,青春はNon-Stop！,POPS＆アニメ,PiNK,STD,MASTER,11+,499,32,75,0,39,983
449,Falling Roses,POPS＆アニメ,PiNK,STD,BASIC,5,136,5,6,0,3,179
450,Falling Roses,POPS＆アニメ,PiNK,STD,ADVANCED,7+,283,14,15,0,12,416
451,Falling Roses,POPS＆アニメ,PiNK,STD,EXPERT,9,323,57,38,0,4,571
452,Falling Roses,POPS＆アニメ,PiNK,STD,MASTER,12,484,20,53,0,35,858
453,ようかい体操第一,POPS＆アニメ,PiNK PLUS,STD,BASIC,3,64,14,2,0,3,113
454,ようかい体操第一,POPS＆アニメ,PiNK PLUS,STD,ADVANCED,6,172,12,8,0,2,230
455,ようかい体操第一,POPS＆アニメ,PiNK PLUS,STD,EXPERT,7,207,29,4,0,6,307
456,ようかい体操第一,POPS＆アニメ,PiNK PLUS,STD,MASTER,8+,211,19,55,0,8,454
457,ゲラゲラポーのうた,POPS＆アニメ,PiNK,STD,BASIC,3,102,10,2,0,6,158
458,ゲラゲラポーのうた,POPS＆アニメ,PiNK,STD,ADVANCED,5,162,12,3,0,4,215
459,ゲラゲラポーのうた,POPS＆アニメ,PiNK,STD,EXPERT,7,177,24,5,0,28,380
460,ゲラゲラポーのうた,POPS＆アニメ,PiNK,STD,MASTER,9+,275,27,57,0,10,550
461,Scatman (Ski Ba Bop Ba Dop Bop),POPS＆アニメ,PiNK PLUS,STD,BASIC,4,154,4,2,0,4,188
462,Scatman (Ski Ba Bop Ba Dop Bop),POPS＆アニメ,PiNK PLUS,STD,ADVANCED,6,188,10,6,0,8,266
463,Scatman (Ski Ba Bop Ba Dop Bop),POPS＆アニメ,PiNK PLUS,STD,EXPERT,10,380,52,16,0,23,647
464,Scatman (Ski Ba Bop Ba Dop Bop),POPS＆アニメ,PiNK PLUS,STD,MASTER,11,572,25,48,0,20,866
465,でんでんぱっしょん,POPS＆アニメ,PiNK,STD,BASIC,4,88,19,4,0,4,158
466,でんでんぱっしょん,POPS＆アニメ,PiNK,STD,ADVANCED,7,260,8,4,0,8,328
467,でんでんぱっしょん,POPS＆アニメ,PiNK,STD,EXPERT,8,265,18,47,0,10,492
468,でんでんぱっしょん,POPS＆アニメ,PiNK,STD,MASTER,11,342,38,71,0,37,816
469,Dragon Night,POPS＆アニメ,PiNK,STD,BASIC,4,147,3,5,0,1,173
470,Dragon Night,POPS＆アニメ,PiNK,STD,ADVANCED,5,264,11,4,0,2,308
471,Dragon Night,POPS＆アニメ,PiNK,STD,EXPERT,8,260,14,34,0,15,465
472,Dragon Night,POPS＆アニメ,PiNK,STD,MASTER,10,459,104,29,0,17,839
473,Luminize,POPS＆アニメ,PiNK,STD,BASIC,4,118,8,4,0,4,166
474,Luminize,POPS＆アニメ,PiNK,STD,ADVANCED,6,204,11,13,0,10,315
475,Luminize,POPS＆アニメ,PiNK,STD,EXPERT,8,201,34,24,0,22,451
476,Luminize,POPS＆アニメ,PiNK,STD,MASTER,10,336,30,26,0,29,619
477,秘密の扉から会いにきて,POPS＆アニメ,PiNK,STD,BASIC,4,91,14,5,0,4,154
478,秘密の扉から会いにきて,POPS＆アニメ,PiNK,STD,ADVANCED,6,210,16,3,0,11,306
479,秘密の扉から会いにきて,POPS＆アニメ,PiNK,STD,EXPERT,8,290,10,18,0,29,509
480,秘密の扉から会いにきて,POPS＆アニメ,PiNK,STD,MASTER,11,265,42,120,0,21,814
481,Touch Tap Baby,POPS＆アニメ,PiNK,STD,BASIC,4,103,5,5,0,2,138
482,Touch Tap Baby,POPS＆アニメ,PiNK,STD,ADVANCED,6,253,9,14,0,6,343
483,Touch Tap Baby,POPS＆アニメ,PiNK,STD,EXPERT,7+,257,28,26,0,18,481
484,Touch Tap Baby,POPS＆アニメ,PiNK,STD,MASTER,10,326,14,43,0,20,583
485,イチズレシピ,POPS＆アニメ,PiNK PLUS,STD,BASIC,4,131,9,4,0,6,191
486,イチズレシピ,POPS＆アニメ,PiNK PLUS,STD,ADVANCED,7,234,14,9,0,8,329
487,イチズレシピ,POPS＆アニメ,PiNK PLUS,STD,EXPERT,8,268,55,23,0,9,492
488,イチズレシピ,POPS＆アニメ,PiNK PLUS,STD,MASTER,10+,357,24,90,0,32,835
489,ふ・れ・ん・ど・し・た・い,POPS＆アニメ,PiNK PLUS,STD,BASIC,4,154,10,2,0,8,220
490,ふ・れ・ん・ど・し・た・い,POPS＆アニメ,PiNK PLUS,STD,ADVANCED,6,189,32,14,0,5,320
491,ふ・れ・ん・ど・し・た・い,POPS＆アニメ,PiNK PLUS,STD,EXPERT,7,245,60,16,0,18,503
492,ふ・れ・ん・ど・し・た・い,POPS＆アニメ,PiNK PLUS,STD,MASTER,10+,418,6,50,0,22,690
493,ふ・れ・ん・ど・し・た・い,POPS＆アニメ,PiNK PLUS,STD,Re:MASTER,11,393,5,89,0,23,785
494,未来(ソラ)の歌,POPS＆アニメ,MURASAKi PLUS,STD,BASIC,4,137,4,9,0,6,202
495,未来(ソラ)の歌,POPS＆アニメ,MURASAKi PLUS,STD,ADVANCED,6,208,15,12,0,12,334
496,未来(ソラ)の歌,POPS＆アニメ,MURASAKi PLUS,STD,EXPERT,8,253,33,32,0,8,455
497,未来(ソラ)の歌,POPS＆アニメ,MURASAKi PLUS,STD,MASTER,11,384,27,81,0,26,811
498,ひみつをちょーだい,niconico＆ボーカロイド,PiNK,STD,BASIC,4,97,33,6,0,2,191
499,ひみつをちょーだい,niconico＆ボーカロイド,PiNK,STD,ADVANCED,6,232,24,3,0,3,304
500,ひみつをちょーだい,niconico＆ボーカロイド,PiNK,STD,EXPERT,7+,306,28,26,0,12,500
501,ひみつをちょーだい,niconico＆ボーカロイド,PiNK,STD,MASTER,9+,292,42,65,0,24,691
502,夏にキスしていいですか？,niconico＆ボーカロイド,PiNK PLUS,STD,BASIC,5,274,8,10,0,3,335
503,夏にキスしていいですか？,niconico＆ボーカロイド,PiNK PLUS,STD,ADVANCED,6,311,24,16,0,6,437
504,夏にキスしていいですか？,niconico＆ボーカロイド,PiNK PLUS,STD,EXPERT,7+,435,29,44,0,16,705
505,夏にキスしていいですか？,niconico＆ボーカロイド,PiNK PLUS,STD,MASTER,10+,438,59,130,0,18,1036
506,PERFECT HUMAN,POPS＆アニメ,MURASAKi,STD,BASIC,4,123,8,2,0,5,170
507,PERFECT HUMAN,POPS＆アニメ,MURASAKi,STD,ADVANCED,6,164,32,8,0,12,312
508,PERFECT HUMAN,POPS＆アニメ,MURASAKi,STD,EXPERT,8,212,95,8,0,16,506
509,PERFECT HUMAN,POPS＆アニメ,MURASAKi,STD,MASTER,11,397,58,30,0,38,793
510,SUSHI食べたい feat.ソイソース,POPS＆アニメ,MURASAKi,STD,BASIC,4,191,10,4,0,6,253
511,SUSHI食べたい feat.ソイソース,POPS＆アニメ,MURASAKi,STD,ADVANCED,6,304,28,18,0,8,454
512,SUSHI食べたい feat.ソイソース,POPS＆アニメ,MURASAKi,STD,EXPERT,8+,265,149,38,0,11,732
513,SUSHI食べたい feat.ソイソース,POPS＆アニメ,MURASAKi,STD,MASTER,11+,551,72,92,0,19,1066
514,7 Girls War,POPS＆アニメ,MURASAKi,STD,BASIC,4,114,12,6,0,5,181
515,7 Girls War,POPS＆アニメ,MURASAKi,STD,ADVANCED,7,222,22,23,0,4,355
516,7 Girls War,POPS＆アニメ,MURASAKi,STD,EXPERT,8+,292,27,36,0,10,504
517,7 Girls War,POPS＆アニメ,MURASAKi,STD,MASTER,10,282,35,58,0,20,626
518,Jumping!!,POPS＆アニメ,MURASAKi,STD,BASIC,4,127,10,3,0,8,196
519,Jumping!!,POPS＆アニメ,MURASAKi,STD,ADVANCED,6,282,12,8,0,10,380
520,Jumping!!,POPS＆アニメ,MURASAKi,STD,EXPERT,8,284,42,18,0,19,517
521,Jumping!!,POPS＆アニメ,MURASAKi,STD,MASTER,10+,345,18,80,0,8,661
522,ゆりゆららららゆるゆり大事件,POPS＆アニメ,MURASAKi,STD,BASIC,4,122,17,4,0,5,193
523,ゆりゆららららゆるゆり大事件,POPS＆アニメ,MURASAKi,STD,ADVANCED,6,235,7,20,0,6,339
524,ゆりゆららららゆるゆり大事件,POPS＆アニメ,MURASAKi,STD,EXPERT,7,296,31,27,0,11,494
525,ゆりゆららららゆるゆり大事件,POPS＆アニメ,MURASAKi,STD,MASTER,10+,338,9,93,0,30,785
526,いぇす！ゆゆゆ☆ゆるゆり♪♪,POPS＆アニメ,MURASAKi,STD,BASIC,4,141,14,2,0,5,200
527,いぇす！ゆゆゆ☆ゆるゆり♪♪,POPS＆アニメ,MURASAKi,STD,ADVANCED,7,266,14,10,0,6,354
